campaign_id,campaign_name,platform_name,channel_group,campaign_objective,budget,actual_spend,start_date,end_date,target_country,target_segment,creative_type,owner_team,agency_name,kpi_goal,status,currency_code,impressions_target,clicks_target,created_at
CMP-002,Meta Ads Jan 2024 368,Meta Ads,Social,Acquisition,106440.32,97785.40,2024-01-08,2024-03-03,Kuwait,Basic,Static,CRM,BlueFox,Leads,Paused,EUR,628662,235226,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 369,TikTok Ads,Social,Awareness,29518.60,25282.02,2024-01-09,2024-03-20,UK,Basic,Search Text,Performance,AdSpark,Leads,Active,AED,1877805,172102,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 370,LinkedIn Ads,B2B,Lead Generation,103112.51,72954.86,2024-01-10,2024-03-12,KSA,Premium,Carousel,CRM,AdSpark,Revenue,Paused,EGP,1512125,159267,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 371,Email Nurture,CRM,Retention,34247.44,29507.78,2024-01-11,2024-02-10,Bahrain,Basic,Search Text,Growth,BlueFox,Revenue,Completed,GBP,749728,16082,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 372,Affiliate Network,Partner,Acquisition,51522.12,41125.29,2024-01-12,2024-04-23,USA,VIP,Video,Brand,InHouse,CAC,Paused,GBP,2433093,110607,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 373,Google Ads,Search,Acquisition,14403.58,14575.30,2024-01-13,2024-05-01,Bahrain,Enterprise,Carousel,Growth,BlueFox,CAC,Completed,KWD,1735930,119025,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 374,Meta Ads,Social,Acquisition,111038.32,94391.08,2024-01-14,2024-02-04,Bahrain,Enterprise,Carousel,Brand,BlueFox,CAC,Paused,SAR,2470783,185670,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 375,TikTok Ads,Social,Awareness,37703.53,36289.74,2024-01-15,2024-02-01,UK,Premium,Static,Performance,MediaHub,Revenue,Completed,EGP,1920260,192009,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 376,LinkedIn Ads,B2B,Lead Generation,28678.83,26742.05,2024-01-16,2024-02-25,Egypt,Premium,Search Text,Growth,InHouse,ROAS,Paused,KWD,2741535,233523,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 377,Email Nurture,CRM,Retention,65037.10,45413.90,2024-01-17,2024-04-02,Bahrain,Basic,Search Text,CRM,InHouse,Leads,Active,KWD,488234,76746,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 378,Affiliate Network,Partner,Acquisition,125898.16,102186.42,2024-01-18,2024-03-06,USA,Basic,Carousel,CRM,InHouse,Revenue,Completed,AED,879606,154226,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 379,Google Ads,Search,Acquisition,28517.34,18873.78,2024-01-19,2024-05-15,Egypt,Enterprise,Video,Growth,BlueFox,CAC,Completed,EUR,1136747,130880,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 380,Meta Ads,Social,Acquisition,13459.96,11022.65,2024-01-20,2024-05-19,UAE,Basic,Search Text,Performance,InHouse,CAC,Active,EUR,823771,117824,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 381,TikTok Ads,Social,Awareness,7821.97,6155.68,2024-01-21,2024-05-13,UAE,Basic,Carousel,CRM,MediaHub,CAC,Paused,BHD,779821,67533,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 382,LinkedIn Ads,B2B,Lead Generation,57756.80,42714.08,2024-01-22,2024-03-11,KSA,Enterprise,Static,Brand,AdSpark,Revenue,Active,AED,2274635,59272,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 383,Email Nurture,CRM,Retention,6811.67,5511.18,2024-01-23,2024-04-18,Qatar,VIP,Video,CRM,BlueFox,Leads,Active,GBP,2546342,59947,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 384,Affiliate Network,Partner,Acquisition,70378.57,50194.10,2024-01-24,2024-02-23,Bahrain,Premium,Video,CRM,InHouse,Revenue,Active,KWD,2745598,13519,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 385,Google Ads,Search,Acquisition,146291.15,128046.43,2024-01-25,2024-03-17,Kuwait,Basic,Static,Performance,AdSpark,Revenue,Paused,KWD,729933,119913,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Jan 2024 386,Meta Ads,Social,Acquisition,83838.79,64680.70,2024-01-26,2024-03-01,USA,Enterprise,Carousel,Brand,InHouse,Revenue,Completed,AED,2130914,226224,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Jan 2024 387,TikTok Ads,Social,Awareness,66357.66,64793.33,2024-01-27,2024-04-19,Kuwait,Enterprise,Carousel,Performance,InHouse,CAC,Active,AED,2799662,188398,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Jan 2024 388,LinkedIn Ads,B2B,Lead Generation,85626.62,84510.21,2024-01-28,2024-02-24,Egypt,Basic,Static,CRM,InHouse,Leads,Paused,GBP,2609195,9539,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Jan 2024 389,Email Nurture,CRM,Retention,40339.11,35456.82,2024-01-29,2024-03-18,UAE,Premium,Static,CRM,BlueFox,CAC,Active,GBP,736928,2719,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Jan 2024 390,Affiliate Network,Partner,Acquisition,38212.42,25865.77,2024-01-30,2024-03-05,Egypt,VIP,Carousel,Brand,InHouse,ROAS,Completed,GBP,1426184,75364,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Jan 2024 391,Google Ads,Search,Acquisition,119839.77,110633.70,2024-01-31,2024-03-27,UAE,Premium,Search Text,Brand,MediaHub,CAC,Active,GBP,690321,78212,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 392,Meta Ads,Social,Acquisition,60328.91,43152.34,2024-02-01,2024-03-17,Kuwait,Premium,Video,Growth,BlueFox,CAC,Active,EGP,1140221,198304,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 393,TikTok Ads,Social,Awareness,15388.95,15417.90,2024-02-02,2024-03-21,UAE,Enterprise,Carousel,Performance,BlueFox,CAC,Active,SAR,608287,64629,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 394,LinkedIn Ads,B2B,Lead Generation,61420.30,41772.04,2024-02-03,2024-04-20,Bahrain,VIP,Carousel,Brand,MediaHub,ROAS,Active,EUR,774421,157053,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 395,Email Nurture,CRM,Retention,130310.71,118109.31,2024-02-04,2024-05-27,USA,Enterprise,Carousel,Growth,MediaHub,CAC,Paused,BHD,328823,185284,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 396,Affiliate Network,Partner,Acquisition,16781.43,13407.54,2024-02-05,2024-03-19,Kuwait,Premium,Search Text,Brand,AdSpark,Leads,Active,EUR,1066438,101426,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 397,Google Ads,Search,Acquisition,134800.27,95269.66,2024-02-06,2024-03-04,UAE,Enterprise,Video,Performance,MediaHub,ROAS,Active,EGP,2777589,195465,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 398,Meta Ads,Social,Acquisition,135553.09,105211.16,2024-02-07,2024-04-29,Egypt,VIP,Video,CRM,MediaHub,ROAS,Active,KWD,2908613,61364,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 399,TikTok Ads,Social,Awareness,54484.61,42340.97,2024-02-08,2024-04-04,UK,Premium,Static,Growth,InHouse,Leads,Active,AED,2180236,224176,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 400,LinkedIn Ads,B2B,Lead Generation,73796.94,65421.86,2024-02-09,2024-04-19,Egypt,VIP,Search Text,CRM,BlueFox,Leads,Active,EGP,401849,132522,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 401,Email Nurture,CRM,Retention,36967.52,36134.10,2024-02-10,2024-05-03,Qatar,Basic,Static,Growth,BlueFox,Revenue,Paused,AED,1819515,130160,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 402,Affiliate Network,Partner,Acquisition,58566.16,51528.41,2024-02-11,2024-05-16,USA,Premium,Static,Performance,BlueFox,ROAS,Paused,AED,705957,90205,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 403,Google Ads,Search,Acquisition,108028.92,98976.62,2024-02-12,2024-04-25,Kuwait,VIP,Video,Brand,BlueFox,CAC,Completed,EGP,1354857,184362,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 404,Meta Ads,Social,Acquisition,107169.02,90143.12,2024-02-13,2024-04-22,Kuwait,Premium,Video,Brand,AdSpark,Revenue,Active,EGP,1530068,80991,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 405,TikTok Ads,Social,Awareness,129615.00,117309.25,2024-02-14,2024-03-26,Qatar,VIP,Video,Performance,MediaHub,CAC,Active,EGP,1479529,3260,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 406,LinkedIn Ads,B2B,Lead Generation,17730.85,12825.44,2024-02-15,2024-06-04,Kuwait,Premium,Carousel,Performance,MediaHub,Revenue,Active,QAR,766149,170376,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 407,Email Nurture,CRM,Retention,15414.67,15850.99,2024-02-16,2024-03-02,Egypt,Premium,Carousel,Growth,BlueFox,CAC,Completed,AED,66391,159724,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 408,Affiliate Network,Partner,Acquisition,98958.39,79935.38,2024-02-17,2024-05-30,Bahrain,Basic,Static,Performance,AdSpark,ROAS,Paused,KWD,230685,153230,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 409,Google Ads,Search,Acquisition,65685.67,47559.36,2024-02-18,2024-04-18,Bahrain,VIP,Video,Growth,MediaHub,ROAS,Active,SAR,2421392,58568,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 410,Meta Ads,Social,Acquisition,56868.86,41532.29,2024-02-19,2024-04-04,Egypt,Premium,Static,Brand,AdSpark,ROAS,Active,GBP,1613572,224393,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 411,TikTok Ads,Social,Awareness,104834.52,85749.27,2024-02-20,2024-03-05,UAE,Premium,Search Text,Performance,InHouse,Leads,Paused,QAR,1688700,30071,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 412,LinkedIn Ads,B2B,Lead Generation,112757.62,110770.99,2024-02-21,2024-06-01,UAE,Enterprise,Search Text,CRM,AdSpark,Leads,Active,KWD,53299,4860,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 413,Email Nurture,CRM,Retention,50183.53,41913.86,2024-02-22,2024-05-19,USA,VIP,Search Text,Growth,AdSpark,Revenue,Completed,EGP,945042,177500,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 414,Affiliate Network,Partner,Acquisition,32426.73,32327.46,2024-02-23,2024-03-22,USA,Enterprise,Video,Growth,BlueFox,Leads,Completed,SAR,1835666,79556,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Feb 2024 415,Google Ads,Search,Acquisition,140926.30,131930.48,2024-02-24,2024-03-26,Kuwait,VIP,Carousel,Brand,InHouse,CAC,Paused,EGP,1955829,124173,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Feb 2024 416,Meta Ads,Social,Acquisition,134424.43,115516.77,2024-02-25,2024-06-02,Bahrain,Enterprise,Video,Performance,MediaHub,Leads,Completed,QAR,765229,164492,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Feb 2024 417,TikTok Ads,Social,Awareness,123180.84,123427.18,2024-02-26,2024-03-16,KSA,Enterprise,Carousel,Brand,InHouse,Revenue,Active,SAR,2083723,163456,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Feb 2024 418,LinkedIn Ads,B2B,Lead Generation,85565.53,61519.41,2024-02-27,2024-05-29,Egypt,Basic,Static,Brand,MediaHub,Revenue,Paused,QAR,1131217,21386,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Feb 2024 419,Email Nurture,CRM,Retention,75439.12,55644.63,2024-02-28,2024-06-19,Qatar,Enterprise,Carousel,CRM,AdSpark,Leads,Paused,AED,704190,95092,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Feb 2024 420,Affiliate Network,Partner,Acquisition,116361.21,92843.36,2024-02-29,2024-04-20,USA,Enterprise,Static,Performance,InHouse,Leads,Completed,BHD,735432,52867,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 421,Google Ads,Search,Acquisition,66213.27,61739.84,2024-03-01,2024-05-20,KSA,Basic,Video,Brand,MediaHub,Leads,Completed,KWD,2030433,195489,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 422,Meta Ads,Social,Acquisition,27808.40,22422.63,2024-03-02,2024-04-19,UK,Premium,Carousel,Growth,InHouse,CAC,Paused,SAR,1108279,177150,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 423,TikTok Ads,Social,Awareness,9386.82,7936.48,2024-03-03,2024-05-10,Kuwait,Basic,Carousel,CRM,AdSpark,Leads,Paused,GBP,1926949,14429,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 424,LinkedIn Ads,B2B,Lead Generation,109705.73,74922.62,2024-03-04,2024-05-07,Bahrain,VIP,Search Text,Brand,AdSpark,Revenue,Active,EUR,990796,106940,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 425,Email Nurture,CRM,Retention,138843.21,140305.45,2024-03-05,2024-05-28,KSA,VIP,Carousel,Growth,BlueFox,ROAS,Active,EGP,1909228,125617,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 426,Affiliate Network,Partner,Acquisition,26706.70,26366.17,2024-03-06,2024-06-17,UAE,VIP,Carousel,Growth,AdSpark,Revenue,Active,QAR,1000643,96247,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 427,Google Ads,Search,Acquisition,113429.02,93166.27,2024-03-07,2024-05-12,Qatar,Basic,Static,CRM,AdSpark,Leads,Paused,GBP,896147,8090,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 428,Meta Ads,Social,Acquisition,73490.95,60704.45,2024-03-08,2024-05-11,USA,Basic,Search Text,Performance,InHouse,CAC,Active,EGP,1774248,108560,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 429,TikTok Ads,Social,Awareness,136861.23,124126.19,2024-03-09,2024-05-22,KSA,Basic,Search Text,Performance,BlueFox,CAC,Completed,KWD,2846409,157708,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 430,LinkedIn Ads,B2B,Lead Generation,124314.84,100059.07,2024-03-10,2024-07-05,USA,Enterprise,Static,Brand,MediaHub,Revenue,Paused,AED,1330839,210405,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 431,Email Nurture,CRM,Retention,49752.62,32775.18,2024-03-11,2024-06-14,UK,Premium,Static,Growth,AdSpark,ROAS,Paused,EUR,2946678,201498,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 432,Affiliate Network,Partner,Acquisition,82669.63,67011.10,2024-03-12,2024-04-04,Bahrain,Basic,Search Text,Performance,MediaHub,CAC,Active,SAR,1697029,201017,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 433,Google Ads,Search,Acquisition,87526.30,90577.72,2024-03-13,2024-04-16,UAE,Enterprise,Static,CRM,InHouse,CAC,Paused,SAR,2366579,41348,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 434,Meta Ads,Social,Acquisition,105959.33,109806.73,2024-03-14,2024-05-20,USA,Premium,Search Text,Growth,AdSpark,ROAS,Completed,EUR,1301681,161103,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 435,TikTok Ads,Social,Awareness,27399.12,24246.16,2024-03-15,2024-05-01,Egypt,Basic,Static,CRM,InHouse,CAC,Paused,QAR,2891855,168702,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 436,LinkedIn Ads,B2B,Lead Generation,104464.69,72621.96,2024-03-16,2024-06-14,Qatar,Enterprise,Search Text,Growth,AdSpark,CAC,Active,KWD,2269086,116130,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 437,Email Nurture,CRM,Retention,2294.78,1728.85,2024-03-17,2024-04-24,Egypt,VIP,Static,Brand,MediaHub,ROAS,Completed,EGP,2919747,178810,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 438,Affiliate Network,Partner,Acquisition,111576.37,93318.39,2024-03-18,2024-07-15,KSA,Enterprise,Search Text,Growth,AdSpark,Revenue,Completed,QAR,2792181,59141,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 439,Google Ads,Search,Acquisition,18856.87,18917.42,2024-03-19,2024-06-27,UAE,Basic,Search Text,Brand,MediaHub,ROAS,Paused,AED,847657,247279,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 440,Meta Ads,Social,Acquisition,116657.18,81167.16,2024-03-20,2024-05-30,UAE,Premium,Search Text,Brand,InHouse,Revenue,Active,GBP,140391,135526,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 441,TikTok Ads,Social,Awareness,81834.34,70134.69,2024-03-21,2024-06-23,KSA,Enterprise,Static,Performance,MediaHub,CAC,Completed,EUR,2317990,46574,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 442,LinkedIn Ads,B2B,Lead Generation,130777.58,100488.57,2024-03-22,2024-06-27,UK,VIP,Video,Growth,AdSpark,CAC,Completed,KWD,2379559,49195,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 443,Email Nurture,CRM,Retention,97733.19,88207.95,2024-03-23,2024-06-27,KSA,Basic,Search Text,Growth,AdSpark,ROAS,Completed,EUR,472122,45955,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 444,Affiliate Network,Partner,Acquisition,71892.68,58000.52,2024-03-24,2024-07-18,UAE,Basic,Static,Growth,MediaHub,ROAS,Paused,AED,2675910,199550,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 445,Google Ads,Search,Acquisition,27934.08,28468.52,2024-03-25,2024-07-19,USA,VIP,Carousel,Brand,MediaHub,Leads,Completed,EUR,2653309,171645,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Mar 2024 446,Meta Ads,Social,Acquisition,97004.90,76013.35,2024-03-26,2024-05-02,Bahrain,Basic,Video,CRM,InHouse,Leads,Completed,EGP,1260978,43547,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Mar 2024 447,TikTok Ads,Social,Awareness,131781.98,96988.88,2024-03-27,2024-07-03,UAE,Basic,Static,CRM,AdSpark,Leads,Active,AED,776046,145525,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Mar 2024 448,LinkedIn Ads,B2B,Lead Generation,86341.68,70111.83,2024-03-28,2024-05-15,UAE,Premium,Search Text,Performance,InHouse,CAC,Paused,GBP,1584678,84426,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Mar 2024 449,Email Nurture,CRM,Retention,126980.32,127813.17,2024-03-29,2024-04-29,UK,Basic,Carousel,Brand,MediaHub,Revenue,Paused,SAR,2945645,140667,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Mar 2024 450,Affiliate Network,Partner,Acquisition,67063.08,53441.68,2024-03-30,2024-07-26,UK,Basic,Static,Performance,BlueFox,CAC,Active,KWD,2400566,119428,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Mar 2024 451,Google Ads,Search,Acquisition,38817.91,30967.98,2024-03-31,2024-06-16,Kuwait,Enterprise,Static,CRM,MediaHub,CAC,Paused,AED,1608698,106704,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 452,Meta Ads,Social,Acquisition,70611.72,67800.32,2024-04-01,2024-07-27,Kuwait,VIP,Video,CRM,BlueFox,Leads,Completed,BHD,2805827,238261,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 453,TikTok Ads,Social,Awareness,21963.49,14719.91,2024-04-02,2024-05-08,UK,Premium,Search Text,CRM,MediaHub,Revenue,Completed,EGP,56471,101619,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 454,LinkedIn Ads,B2B,Lead Generation,60926.96,63156.85,2024-04-03,2024-06-09,Kuwait,Premium,Static,Brand,AdSpark,CAC,Completed,GBP,913185,85047,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 455,Email Nurture,CRM,Retention,83821.21,70492.27,2024-04-04,2024-07-23,Kuwait,Enterprise,Search Text,Performance,MediaHub,Leads,Paused,AED,1272937,32829,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 456,Affiliate Network,Partner,Acquisition,39711.43,28555.16,2024-04-05,2024-05-20,UK,Premium,Video,Brand,MediaHub,CAC,Completed,SAR,659101,34044,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 457,Google Ads,Search,Acquisition,3456.84,2253.06,2024-04-06,2024-06-10,KSA,VIP,Carousel,Growth,AdSpark,Revenue,Active,SAR,1289093,195298,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 458,Meta Ads,Social,Acquisition,99877.58,98994.94,2024-04-07,2024-07-13,UK,Basic,Static,Brand,InHouse,ROAS,Active,BHD,1358037,40926,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 459,TikTok Ads,Social,Awareness,126855.24,106308.61,2024-04-08,2024-07-12,UAE,Enterprise,Carousel,Performance,BlueFox,CAC,Completed,EGP,1255085,239181,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 460,LinkedIn Ads,B2B,Lead Generation,50766.97,52688.42,2024-04-09,2024-04-24,Egypt,Basic,Static,CRM,BlueFox,CAC,Active,BHD,1799399,113225,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 461,Email Nurture,CRM,Retention,141476.59,97749.28,2024-04-10,2024-07-10,UK,Enterprise,Static,Growth,BlueFox,Revenue,Completed,EGP,28093,23328,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 462,Affiliate Network,Partner,Acquisition,99514.50,74476.85,2024-04-11,2024-06-24,UAE,Enterprise,Search Text,Performance,InHouse,Revenue,Completed,KWD,2024490,41091,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 463,Google Ads,Search,Acquisition,115143.23,117001.73,2024-04-12,2024-07-31,UK,Basic,Carousel,CRM,BlueFox,Revenue,Paused,SAR,2991400,43825,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 464,Meta Ads,Social,Acquisition,35379.67,24023.40,2024-04-13,2024-06-06,USA,Enterprise,Carousel,Performance,InHouse,ROAS,Active,BHD,2066014,130988,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 465,TikTok Ads,Social,Awareness,97069.81,65940.48,2024-04-14,2024-05-23,Qatar,Basic,Static,Performance,InHouse,CAC,Active,EGP,2925082,88431,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 466,LinkedIn Ads,B2B,Lead Generation,94058.03,92584.14,2024-04-15,2024-08-13,KSA,Premium,Search Text,CRM,MediaHub,Revenue,Active,GBP,1261034,192827,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 467,Email Nurture,CRM,Retention,121934.03,120801.71,2024-04-16,2024-05-23,UK,VIP,Search Text,Brand,InHouse,Leads,Paused,EUR,117679,117373,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 468,Affiliate Network,Partner,Acquisition,143897.81,117477.18,2024-04-17,2024-08-04,Egypt,Premium,Carousel,Growth,InHouse,Revenue,Paused,KWD,329674,204788,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 469,Google Ads,Search,Acquisition,92028.52,88768.05,2024-04-18,2024-08-06,UAE,VIP,Video,Performance,MediaHub,CAC,Completed,KWD,339072,71250,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 470,Meta Ads,Social,Acquisition,58761.95,61032.52,2024-04-19,2024-06-17,UAE,Basic,Carousel,Growth,BlueFox,Leads,Completed,SAR,410288,85137,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 471,TikTok Ads,Social,Awareness,68879.98,52245.42,2024-04-20,2024-08-18,Kuwait,VIP,Static,Growth,AdSpark,ROAS,Completed,BHD,1993045,1705,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 472,LinkedIn Ads,B2B,Lead Generation,44188.35,39112.56,2024-04-21,2024-05-11,UAE,VIP,Carousel,Brand,InHouse,Leads,Active,GBP,2544227,242990,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 473,Email Nurture,CRM,Retention,107352.80,76203.80,2024-04-22,2024-08-14,KSA,Basic,Static,Performance,AdSpark,CAC,Completed,AED,1010540,135674,2024-01-01T00:00:00+00:00
CMP-006,Affiliate Network Apr 2024 474,Affiliate Network,Partner,Acquisition,137470.11,119268.42,2024-04-23,2024-06-23,Kuwait,VIP,Video,Performance,InHouse,CAC,Paused,KWD,670384,160404,2024-01-01T00:00:00+00:00
CMP-001,Google Ads Apr 2024 475,Google Ads,Search,Acquisition,52016.03,54009.83,2024-04-24,2024-08-05,Kuwait,VIP,Search Text,CRM,MediaHub,CAC,Paused,EUR,564282,53451,2024-01-01T00:00:00+00:00
CMP-002,Meta Ads Apr 2024 476,Meta Ads,Social,Acquisition,140016.01,124888.76,2024-04-25,2024-05-16,Bahrain,VIP,Carousel,Growth,InHouse,Revenue,Paused,AED,2130594,189700,2024-01-01T00:00:00+00:00
CMP-003,TikTok Ads Apr 2024 477,TikTok Ads,Social,Awareness,84641.59,88616.37,2024-04-26,2024-07-26,UAE,Premium,Video,Growth,InHouse,Leads,Active,SAR,395353,53348,2024-01-01T00:00:00+00:00
CMP-004,LinkedIn Ads Apr 2024 478,LinkedIn Ads,B2B,Lead Generation,128711.51,91141.11,2024-04-27,2024-08-06,Kuwait,Enterprise,Video,Growth,BlueFox,Leads,Completed,KWD,2362489,13332,2024-01-01T00:00:00+00:00
CMP-005,Email Nurture Apr 2024 479,Email Nurture,CRM,Retention,26125.39,21154.68,2024-04-28,2024-06-24,Egypt,Basic,Video,Performance,InHouse,Leads,Paused,EGP,625472,5742,2024-01-01T00:00:00+00:00
